SERIAL_NUMBER,LOCAL_CODE,LOCAL_NAME,YEAR,POPULATION,POPULATION_BIRTH,POPULATION_DEATH,POPULATION_DEATH_U1,GDP,GDP_PC,SANITATION,BIRTH_RATE,IMR,CMR,AGE,POPULATION_TARGET,INDICATOR,FL_DROPOUT,NU_DOSE_FIRST,NU_DOSE_FINAL,NU_DROPOUT,PC_DROPOUT,PC_COVERAGE,FL_GOAL,CAT_GOAL,MHDI_E_CATEGORY,MHDI_L_CATEGORY,MHDI_I_CATEGORY
12845,420040,Água Doce,2020,7152,100,0,0,356256.144,49860.90189,0.39,13.9821,0,0,0-1 year,100,FL_U1_BCG,0,,61,,,61,0,2,satisfactory,high,satisfactory
12846,420040,Água Doce,2021,7160,79,72,1,356256.144,49860.90189,0.39,11.0335,12.6582,10.0559,0-1 year,79,FL_U1_BCG,0,,36,,,45.57,0,1,satisfactory,high,satisfactory
12847,420050,Águas de Chapecó,2019,6486,92,0,0,111391.015,17174.06953,2.37,14.1844,0,0,0-1 year,92,FL_U1_BCG,0,,17,,,18.48,0,1,satisfactory,high,satisfactory
12848,420050,Águas de Chapecó,2020,6515,63,0,0,111391.015,17174.06953,2.37,9.67,0,0,0-1 year,63,FL_U1_BCG,0,,1,,,1.59,0,1,satisfactory,high,satisfactory
12849,420050,Águas de Chapecó,2021,6544,75,59,2,111391.015,17174.06953,2.37,11.4609,26.6667,9.0159,0-1 year,75,FL_U1_BCG,0,,3,,,4,0,1,satisfactory,high,satisfactory
12850,420055,Águas Frias,2019,2366,33,0,0,109874.226,46438.81065,1.23,13.9476,0,0,0-1 year,33,FL_U1_BCG,0,,22,,,66.67,0,2,satisfactory,high,satisfactory
12851,420055,Águas Frias,2020,2354,34,0,0,109874.226,46438.81065,1.23,14.4435,0,0,0-1 year,34,FL_U1_BCG,0,,32,,,94.12,1,3,satisfactory,high,satisfactory
12852,420055,Águas Frias,2021,2341,35,0,0,109874.226,46438.81065,1.23,14.9509,0,0,0-1 year,35,FL_U1_BCG,0,,27,,,77.14,0,2,satisfactory,high,satisfactory
12853,420060,Águas Mornas,2019,6469,74,46,2,174756.381,27014.43515,3.35,11.4392,27.027,7.1108,0-1 year,74,FL_U1_BCG,0,,4,,,5.41,0,1,satisfactory,high,satisfactory
12854,420060,Águas Mornas,2020,6559,90,0,0,174756.381,27014.43515,3.35,13.7216,0,0,0-1 year,90,FL_U1_BCG,0,,8,,,8.89,0,1,satisfactory,high,satisfactory
12855,420060,Águas Mornas,2021,6646,78,0,0,174756.381,27014.43515,3.35,11.7364,0,0,0-1 year,78,FL_U1_BCG,0,,8,,,10.26,0,1,satisfactory,high,satisfactory
12856,420070,Alfredo Wagner,2019,10036,99,77,1,270029.703,26906.10831,3.95,9.8645,10.101,7.6724,0-1 year,99,FL_U1_BCG,0,,14,,,14.14,0,1,low,high,satisfactory
12857,420070,Alfredo Wagner,2020,10086,95,53,2,270029.703,26906.10831,3.95,9.419,21.0526,5.2548,0-1 year,95,FL_U1_BCG,0,,36,,,37.89,0,1,low,high,satisfactory
12858,420070,Alfredo Wagner,2021,10136,84,0,0,270029.703,26906.10831,3.95,8.2873,0,0,0-1 year,84,FL_U1_BCG,0,,34,,,40.48,0,1,low,high,satisfactory
12859,420075,Alto Bela Vista,2019,1937,21,0,0,60655.034,31313.90501,1.3,10.8415,0,0,0-1 year,21,FL_U1_BCG,0,,18,,,85.71,0,2,satisfactory,high,satisfactory
12860,420075,Alto Bela Vista,2020,1926,16,0,0,60655.034,31313.90501,1.3,8.3074,0,0,0-1 year,16,FL_U1_BCG,0,,16,,,100,1,3,satisfactory,high,satisfactory
12861,420075,Alto Bela Vista,2021,1915,17,0,0,60655.034,31313.90501,1.3,8.8773,0,0,0-1 year,17,FL_U1_BCG,0,,2,,,11.76,0,1,satisfactory,high,satisfactory
12862,420080,Anchieta,2019,5638,58,41,1,143688.295,25485.68553,1.09,10.2873,17.2414,7.2721,0-1 year,58,FL_U1_BCG,0,,61,,,105.17,1,3,satisfactory,high,satisfactory
12863,420080,Anchieta,2020,5557,54,32,1,143688.295,25485.68553,1.09,9.7175,18.5185,5.7585,0-1 year,54,FL_U1_BCG,0,,40,,,74.07,0,2,satisfactory,high,satisfactory
12864,420080,Anchieta,2021,5477,73,57,1,143688.295,25485.68553,1.09,13.3285,13.6986,10.4072,0-1 year,73,FL_U1_BCG,0,,49,,,67.12,0,2,satisfactory,high,satisfactory
12865,420090,Angelina,2019,4801,64,0,0,133382.626,27782.25911,5.53,13.3306,0,0,0-1 year,64,FL_U1_BCG,0,,32,,,50,0,2,satisfactory,high,satisfactory
12866,420090,Angelina,2020,4743,51,0,0,133382.626,27782.25911,5.53,10.7527,0,0,0-1 year,51,FL_U1_BCG,0,,7,,,13.73,0,1,satisfactory,high,satisfactory
12867,420090,Angelina,2021,4686,53,56,1,133382.626,27782.25911,5.53,11.3103,18.8679,11.9505,0-1 year,53,FL_U1_BCG,0,,1,,,1.89,0,1,satisfactory,high,satisfactory
12868,420100,Anita Garibaldi,2019,7133,96,67,2,170973.88,23969.421,2.24,13.4586,20.8333,9.393,0-1 year,96,FL_U1_BCG,0,,24,,,25,0,1,satisfactory,high,satisfactory
12869,420100,Anita Garibaldi,2020,6957,94,0,0,170973.88,23969.421,2.24,13.5116,0,0,0-1 year,94,FL_U1_BCG,0,,23,,,24.47,0,1,satisfactory,high,satisfactory
12870,420100,Anita Garibaldi,2021,6783,96,82,1,170973.88,23969.421,2.24,14.153,10.4167,12.089,0-1 year,96,FL_U1_BCG,0,,31,,,32.29,0,1,satisfactory,high,satisfactory
12871,420110,Anitápolis,2019,3232,35,0,0,62259.069,19263.3258,0,10.8292,0,0,0-1 year,35,FL_U1_BCG,0,,7,,,20,0,1,satisfactory,high,satisfactory
12872,420110,Anitápolis,2020,3228,35,0,0,62259.069,19263.3258,0,10.8426,0,0,0-1 year,35,FL_U1_BCG,0,,4,,,11.43,0,1,satisfactory,high,satisfactory
12873,420110,Anitápolis,2021,3223,47,0,0,62259.069,19263.3258,0,14.5827,0,0,0-1 year,47,FL_U1_BCG,0,,1,,,2.13,0,1,satisfactory,high,satisfactory
12874,420120,Antônio Carlos,2019,8513,130,0,0,789080.081,92691.18771,0.79,15.2708,0,0,0-1 year,130,FL_U1_BCG,0,,8,,,6.15,0,1,satisfactory,high,high
12875,420120,Antônio Carlos,2020,8613,135,58,2,789080.081,92691.18771,0.79,15.674,14.8148,6.734,0-1 year,135,FL_U1_BCG,0,,10,,,7.41,0,1,satisfactory,high,high
12876,420120,Antônio Carlos,2021,8712,141,63,2,789080.081,92691.18771,0.79,16.1846,14.1844,7.2314,0-1 year,141,FL_U1_BCG,0,,8,,,5.67,0,1,satisfactory,high,high
12877,420125,Apiúna,2019,10743,127,54,2,401008.087,37327.38406,0.55,11.8217,15.748,5.0265,0-1 year,127,FL_U1_BCG,0,,117,,,92.13,1,3,satisfactory,high,satisfactory
12878,420125,Apiúna,2020,10848,115,62,1,401008.087,37327.38406,0.55,10.601,8.6957,5.7153,0-1 year,115,FL_U1_BCG,0,,106,,,92.17,1,3,satisfactory,high,satisfactory
12879,420125,Apiúna,2021,10951,106,0,0,401008.087,37327.38406,0.55,9.6795,0,0,0-1 year,106,FL_U1_BCG,0,,73,,,68.87,0,2,satisfactory,high,satisfactory
12880,420127,Arabutã,2019,4267,54,0,0,174013.934,40781.32974,0.66,12.6553,0,0,0-1 year,54,FL_U1_BCG,0,,40,,,74.07,0,2,satisfactory,high,satisfactory
12881,420127,Arabutã,2020,4267,44,30,1,174013.934,40781.32974,0.66,10.3117,22.7273,7.0307,0-1 year,44,FL_U1_BCG,0,,26,,,59.09,0,2,satisfactory,high,satisfactory
12882,420127,Arabutã,2021,4268,42,0,0,174013.934,40781.32974,0.66,9.8407,0,0,0-1 year,42,FL_U1_BCG,0,,12,,,28.57,0,1,satisfactory,high,satisfactory
12883,420130,Araquari,2019,38129,572,175,2,4856254.65,127363.8084,2.05,15.0017,3.4965,4.5897,0-1 year,572,FL_U1_BCG,0,,29,,,5.07,0,1,satisfactory,high,satisfactory
12884,420130,Araquari,2020,39524,690,186,6,4856254.65,127363.8084,2.05,17.4577,8.6957,4.706,0-1 year,690,FL_U1_BCG,0,,16,,,2.32,0,1,satisfactory,high,satisfactory
12885,420130,Araquari,2021,40890,647,261,8,4856254.65,127363.8084,2.05,15.8229,12.3648,6.383,0-1 year,647,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12886,420140,Araranguá,2019,68228,1004,387,8,1941336.799,28453.6671,1.92,14.7154,7.9681,5.6722,0-1 year,1004,FL_U1_BCG,0,,1093,,,108.86,1,3,satisfactory,high,satisfactory
12887,420140,Araranguá,2020,68867,963,492,10,1941336.799,28453.6671,1.92,13.9835,10.3842,7.1442,0-1 year,963,FL_U1_BCG,0,,1222,,,126.9,1,4,satisfactory,high,satisfactory
12888,420140,Araranguá,2021,69493,930,627,7,1941336.799,28453.6671,1.92,13.3826,7.5269,9.0225,0-1 year,930,FL_U1_BCG,0,,805,,,86.56,0,2,satisfactory,high,satisfactory
12889,420150,Armazém,2019,8674,117,0,0,210909.122,24315.09361,0.18,13.4886,0,0,0-1 year,117,FL_U1_BCG,0,,86,,,73.5,0,2,satisfactory,high,satisfactory
12890,420150,Armazém,2020,8759,113,0,0,210909.122,24315.09361,0.18,12.901,0,0,0-1 year,113,FL_U1_BCG,0,,48,,,42.48,0,1,satisfactory,high,satisfactory
12891,420150,Armazém,2021,8843,118,101,1,210909.122,24315.09361,0.18,13.3439,8.4746,11.4215,0-1 year,118,FL_U1_BCG,0,,94,,,79.66,0,2,satisfactory,high,satisfactory
12892,420160,Arroio Trinta,2019,3550,41,20,1,97443.099,27448.76028,0.23,11.5493,24.3902,5.6338,0-1 year,41,FL_U1_BCG,0,,43,,,104.88,1,3,satisfactory,high,high
12893,420160,Arroio Trinta,2020,3549,38,0,0,97443.099,27448.76028,0.23,10.7072,0,0,0-1 year,38,FL_U1_BCG,0,,36,,,94.74,1,3,satisfactory,high,high
12894,420160,Arroio Trinta,2021,3547,36,35,2,97443.099,27448.76028,0.23,10.1494,55.5556,9.8675,0-1 year,36,FL_U1_BCG,0,,26,,,72.22,0,2,satisfactory,high,high
12895,420165,Arvoredo,2019,2240,23,0,0,115570.887,51594.14598,1.43,10.2679,0,0,0-1 year,23,FL_U1_BCG,0,,3,,,13.04,0,1,satisfactory,high,satisfactory
12896,420165,Arvoredo,2020,2234,31,15,1,115570.887,51594.14598,1.43,13.8765,32.2581,6.7144,0-1 year,31,FL_U1_BCG,0,,2,,,6.45,0,1,satisfactory,high,satisfactory
12897,420165,Arvoredo,2021,2228,22,0,0,115570.887,51594.14598,1.43,9.8743,0,0,0-1 year,22,FL_U1_BCG,0,,1,,,4.55,0,1,satisfactory,high,satisfactory
12898,420170,Ascurra,2019,7934,100,0,0,210523.52,26534.34837,0,12.604,0,0,0-1 year,100,FL_U1_BCG,0,,63,,,63,0,2,satisfactory,high,satisfactory
12899,420170,Ascurra,2020,7978,100,0,0,210523.52,26534.34837,0,12.5345,0,0,0-1 year,100,FL_U1_BCG,0,,38,,,38,0,1,satisfactory,high,satisfactory
12900,420170,Ascurra,2021,8021,130,0,0,210523.52,26534.34837,0,16.2075,0,0,0-1 year,130,FL_U1_BCG,0,,3,,,2.31,0,1,satisfactory,high,satisfactory
12901,420180,Atalanta,2019,3210,44,27,2,100726.625,31379.0109,0.19,13.7072,45.4545,8.4112,0-1 year,44,FL_U1_BCG,0,,35,,,79.55,0,2,satisfactory,high,satisfactory
12902,420180,Atalanta,2020,3195,46,0,0,100726.625,31379.0109,0.19,14.3975,0,0,0-1 year,46,FL_U1_BCG,0,,44,,,95.65,1,3,satisfactory,high,satisfactory
12903,420180,Atalanta,2021,3179,42,0,0,100726.625,31379.0109,0.19,13.2117,0,0,0-1 year,42,FL_U1_BCG,0,,38,,,90.48,1,3,satisfactory,high,satisfactory
12904,420190,Aurora,2019,5679,84,36,1,176937.841,31156.51365,0.29,14.7913,11.9048,6.3391,0-1 year,84,FL_U1_BCG,0,,77,,,91.67,1,3,satisfactory,high,satisfactory
12905,420190,Aurora,2020,5683,76,0,0,176937.841,31156.51365,0.29,13.3732,0,0,0-1 year,76,FL_U1_BCG,0,,59,,,77.63,0,2,satisfactory,high,satisfactory
12906,420190,Aurora,2021,5687,94,0,0,176937.841,31156.51365,0.29,16.5289,0,0,0-1 year,94,FL_U1_BCG,0,,43,,,45.74,0,1,satisfactory,high,satisfactory
12907,420195,Balneário Arroio do Silva,2019,13071,166,117,1,179679.577,13746.42927,0,12.6999,6.0241,8.9511,0-1 year,166,FL_U1_BCG,0,,126,,,75.9,0,2,satisfactory,high,high
12908,420195,Balneário Arroio do Silva,2020,13430,168,147,4,179679.577,13746.42927,0,12.5093,23.8095,10.9456,0-1 year,168,FL_U1_BCG,0,,139,,,82.74,0,2,satisfactory,high,high
12909,420195,Balneário Arroio do Silva,2021,13782,182,164,2,179679.577,13746.42927,0,13.2056,10.989,11.8996,0-1 year,182,FL_U1_BCG,0,,130,,,71.43,0,2,satisfactory,high,high
12910,420200,Balneário Camboriú,2019,142295,1595,737,19,6051066.672,42524.8018,0.01,11.2091,11.9122,5.1794,0-1 year,1595,FL_U1_BCG,0,,3711,,,150,1,4,high,high,high
12911,420200,Balneário Camboriú,2020,145796,1677,841,14,6051066.672,42524.8018,0.01,11.5024,8.3482,5.7683,0-1 year,1677,FL_U1_BCG,0,,1019,,,60.76,0,2,high,high,high
12912,420200,Balneário Camboriú,2021,149227,1566,976,11,6051066.672,42524.8018,0.01,10.4941,7.0243,6.5404,0-1 year,1566,FL_U1_BCG,0,,437,,,27.91,0,1,high,high,high
12913,420205,Balneário Barra do Sul,2019,10795,142,99,1,202179.751,18729.01816,0.22,13.1542,7.0423,9.1709,0-1 year,142,FL_U1_BCG,0,,167,,,117.61,1,3,satisfactory,high,satisfactory
12914,420205,Balneário Barra do Sul,2020,11035,156,118,4,202179.751,18729.01816,0.22,14.1368,25.641,10.6932,0-1 year,156,FL_U1_BCG,0,,21,,,13.46,0,1,satisfactory,high,satisfactory
12915,420205,Balneário Barra do Sul,2021,11271,167,113,2,202179.751,18729.01816,0.22,14.8168,11.976,10.0257,0-1 year,167,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12916,420207,Balneário Gaivota,2019,10979,151,90,1,166797.162,15192.382,0.08,13.7535,6.6225,8.1975,0-1 year,151,FL_U1_BCG,0,,144,,,95.36,1,3,satisfactory,high,satisfactory
12917,420207,Balneário Gaivota,2020,11260,166,110,1,166797.162,15192.382,0.08,14.7425,6.0241,9.7691,0-1 year,166,FL_U1_BCG,0,,132,,,79.52,0,2,satisfactory,high,satisfactory
12918,420207,Balneário Gaivota,2021,11537,177,137,1,166797.162,15192.382,0.08,15.3419,5.6497,11.8748,0-1 year,177,FL_U1_BCG,0,,108,,,61.02,0,2,satisfactory,high,satisfactory
12919,420208,Bandeirante,2019,2678,44,0,0,79440.521,29664.12285,2.06,16.4302,0,0,0-1 year,44,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12920,420208,Bandeirante,2020,2648,37,17,1,79440.521,29664.12285,2.06,13.9728,27.027,6.4199,0-1 year,37,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12921,420208,Bandeirante,2021,2618,25,0,0,79440.521,29664.12285,2.06,9.5493,0,0,0-1 year,25,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12922,420209,Barra Bonita,2019,1677,20,0,0,36897.284,22001.95826,3.02,11.9261,0,0,0-1 year,20,FL_U1_BCG,0,,20,,,100,1,3,satisfactory,high,satisfactory
12923,420209,Barra Bonita,2020,1651,12,0,0,36897.284,22001.95826,3.02,7.2683,0,0,0-1 year,12,FL_U1_BCG,0,,14,,,116.67,1,3,satisfactory,high,satisfactory
12924,420209,Barra Bonita,2021,1625,19,0,0,36897.284,22001.95826,3.02,11.6923,0,0,0-1 year,19,FL_U1_BCG,0,,20,,,105.26,1,3,satisfactory,high,satisfactory
12925,420210,Barra Velha,2019,29168,506,231,5,1831227.792,62782.08283,1.97,17.3478,9.8814,7.9196,0-1 year,506,FL_U1_BCG,0,,51,,,10.08,0,1,satisfactory,high,satisfactory
12926,420210,Barra Velha,2020,29860,552,272,7,1831227.792,62782.08283,1.97,18.4863,12.6812,9.1092,0-1 year,552,FL_U1_BCG,0,,68,,,12.32,0,1,satisfactory,high,satisfactory
12927,420210,Barra Velha,2021,30539,545,310,5,1831227.792,62782.08283,1.97,17.846,9.1743,10.151,0-1 year,545,FL_U1_BCG,0,,75,,,13.76,0,1,satisfactory,high,satisfactory
12928,420213,Bela Vista do Toldo,2019,6337,65,30,1,153412.908,24209.07496,5.35,10.2572,15.3846,4.7341,0-1 year,65,FL_U1_BCG,0,,55,,,84.62,0,2,satisfactory,high,satisfactory
12929,420213,Bela Vista do Toldo,2020,6362,60,37,2,153412.908,24209.07496,5.35,9.431,33.3333,5.8158,0-1 year,60,FL_U1_BCG,0,,54,,,90,1,3,satisfactory,high,satisfactory
12930,420213,Bela Vista do Toldo,2021,6386,63,56,2,153412.908,24209.07496,5.35,9.8653,31.746,8.7692,0-1 year,63,FL_U1_BCG,0,,53,,,84.13,0,2,satisfactory,high,satisfactory
12931,420215,Belmonte,2019,2706,33,0,0,53276.706,19688.36142,1.26,12.1951,0,0,0-1 year,33,FL_U1_BCG,0,,34,,,103.03,1,3,satisfactory,high,satisfactory
12932,420215,Belmonte,2020,2709,30,0,0,53276.706,19688.36142,1.26,11.0742,0,0,0-1 year,30,FL_U1_BCG,0,,18,,,60,0,2,satisfactory,high,satisfactory
12933,420215,Belmonte,2021,2712,39,26,2,53276.706,19688.36142,1.26,14.3805,51.2821,9.587,0-1 year,39,FL_U1_BCG,0,,21,,,53.85,0,2,satisfactory,high,satisfactory
12934,420220,Benedito Novo,2019,11652,97,83,2,330162.267,28335.24434,0.11,8.3248,20.6186,7.1232,0-1 year,97,FL_U1_BCG,0,,34,,,35.05,0,1,satisfactory,high,satisfactory
12935,420220,Benedito Novo,2020,11775,114,79,3,330162.267,28335.24434,0.11,9.6815,26.3158,6.7091,0-1 year,114,FL_U1_BCG,0,,47,,,41.23,0,1,satisfactory,high,satisfactory
12936,420220,Benedito Novo,2021,11896,74,0,0,330162.267,28335.24434,0.11,6.2206,0,0,0-1 year,74,FL_U1_BCG,0,,2,,,2.7,0,1,satisfactory,high,satisfactory
12937,420230,Biguaçu,2019,68481,965,427,8,2217969.651,32388.10255,0.07,14.0915,8.2902,6.2353,0-1 year,965,FL_U1_BCG,0,,880,,,91.19,1,3,satisfactory,high,satisfactory
12938,420230,Biguaçu,2020,69486,938,452,4,2217969.651,32388.10255,0.07,13.4991,4.2644,6.5049,0-1 year,938,FL_U1_BCG,0,,1114,,,118.76,1,3,satisfactory,high,satisfactory
12939,420230,Biguaçu,2021,70471,916,520,8,2217969.651,32388.10255,0.07,12.9983,8.7336,7.3789,0-1 year,916,FL_U1_BCG,0,,1226,,,133.84,1,4,satisfactory,high,satisfactory
12940,420240,Blumenau,2019,357199,4411,1930,53,17294178.55,48416.08893,0.5,12.3489,12.0154,5.4032,0-1 year,4411,FL_U1_BCG,0,,85,,,1.93,0,1,satisfactory,high,high
12941,420240,Blumenau,2020,361855,4324,2035,28,17294178.55,48416.08893,0.5,11.9495,6.4755,5.6238,0-1 year,4324,FL_U1_BCG,0,,1113,,,25.74,0,1,satisfactory,high,high
12942,420240,Blumenau,2021,366418,4222,2372,42,17294178.55,48416.08893,0.5,11.5224,9.9479,6.4735,0-1 year,4222,FL_U1_BCG,0,,482,,,11.42,0,1,satisfactory,high,high
12943,420243,Bocaina do Sul,2019,3474,33,24,2,86228.529,24821.10794,4.53,9.4991,60.6061,6.9085,0-1 year,33,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12944,420243,Bocaina do Sul,2020,3488,46,28,2,86228.529,24821.10794,4.53,13.1881,43.4783,8.0275,0-1 year,46,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12945,420243,Bocaina do Sul,2021,3501,46,23,1,86228.529,24821.10794,4.53,13.1391,21.7391,6.5696,0-1 year,46,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12946,420245,Bombinhas,2019,19769,302,75,4,721662.017,36504.73049,0,15.2764,13.245,3.7938,0-1 year,302,FL_U1_BCG,0,,105,,,34.77,0,1,satisfactory,high,high
12947,420245,Bombinhas,2020,20335,320,96,1,721662.017,36504.73049,0,15.7364,3.125,4.7209,0-1 year,320,FL_U1_BCG,0,,156,,,48.75,0,1,satisfactory,high,high
12948,420245,Bombinhas,2021,20889,301,160,1,721662.017,36504.73049,0,14.4095,3.3223,7.6595,0-1 year,301,FL_U1_BCG,0,,64,,,21.26,0,1,satisfactory,high,high
12949,420250,Bom Jardim da Serra,2019,4743,35,28,2,132716.816,27981.61838,0.07,7.3793,57.1429,5.9034,0-1 year,35,FL_U1_BCG,0,,21,,,60,0,2,satisfactory,high,satisfactory
12950,420250,Bom Jardim da Serra,2020,4772,51,0,0,132716.816,27981.61838,0.07,10.6873,0,0,0-1 year,51,FL_U1_BCG,0,,16,,,31.37,0,1,satisfactory,high,satisfactory
12951,420250,Bom Jardim da Serra,2021,4801,30,37,2,132716.816,27981.61838,0.07,6.2487,66.6667,7.7067,0-1 year,30,FL_U1_BCG,0,,9,,,30,0,1,satisfactory,high,satisfactory
12952,420253,Bom Jesus,2019,3010,36,12,1,119111.709,39571.99635,13.13,11.9601,27.7778,3.9867,0-1 year,36,FL_U1_BCG,0,,18,,,50,0,2,satisfactory,high,satisfactory
12953,420253,Bom Jesus,2020,3057,35,0,0,119111.709,39571.99635,13.13,11.4491,0,0,0-1 year,35,FL_U1_BCG,0,,17,,,48.57,0,1,satisfactory,high,satisfactory
12954,420253,Bom Jesus,2021,3104,31,0,0,119111.709,39571.99635,13.13,9.9871,0,0,0-1 year,31,FL_U1_BCG,0,,21,,,67.74,0,2,satisfactory,high,satisfactory
12955,420257,Bom Jesus do Oeste,2019,2142,22,0,0,53812.898,25122.73483,0.16,10.2708,0,0,0-1 year,22,FL_U1_BCG,0,,20,,,90.91,1,3,satisfactory,high,satisfactory
12956,420257,Bom Jesus do Oeste,2020,2139,21,0,0,53812.898,25122.73483,0.16,9.8177,0,0,0-1 year,21,FL_U1_BCG,0,,23,,,109.52,1,3,satisfactory,high,satisfactory
12957,420257,Bom Jesus do Oeste,2021,2136,29,22,1,53812.898,25122.73483,0.16,13.5768,34.4828,10.2996,0-1 year,29,FL_U1_BCG,0,,23,,,79.31,0,2,satisfactory,high,satisfactory
12958,420260,Bom Retiro,2019,9966,124,40,1,313892,31496.28738,0,12.4423,8.0645,4.0136,0-1 year,124,FL_U1_BCG,0,,75,,,60.48,0,2,satisfactory,high,satisfactory
12959,420260,Bom Retiro,2020,10060,107,72,2,313892,31496.28738,0,10.6362,18.6916,7.1571,0-1 year,107,FL_U1_BCG,0,,20,,,18.69,0,1,satisfactory,high,satisfactory
12960,420260,Bom Retiro,2021,10153,118,78,1,313892,31496.28738,0,11.6222,8.4746,7.6825,0-1 year,118,FL_U1_BCG,0,,17,,,14.41,0,1,satisfactory,high,satisfactory
12961,420270,Botuverá,2019,5246,72,0,0,325290.757,62007.38791,0,13.7247,0,0,0-1 year,72,FL_U1_BCG,0,,1,,,1.39,0,1,satisfactory,high,satisfactory
12962,420270,Botuverá,2020,5322,58,36,2,325290.757,62007.38791,0,10.8982,34.4828,6.7644,0-1 year,58,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12963,420270,Botuverá,2021,5396,75,37,1,325290.757,62007.38791,0,13.8992,13.3333,6.8569,0-1 year,75,FL_U1_BCG,0,,1,,,1.33,0,1,satisfactory,high,satisfactory
12964,420280,Braço do Norte,2019,33450,573,202,9,1338203.483,40006.0832,1.3,17.13,15.7068,6.0389,0-1 year,573,FL_U1_BCG,0,,556,,,97.03,1,3,satisfactory,high,satisfactory
12965,420280,Braço do Norte,2020,33876,548,219,7,1338203.483,40006.0832,1.3,16.1766,12.7737,6.4648,0-1 year,548,FL_U1_BCG,0,,539,,,98.36,1,3,satisfactory,high,satisfactory
12966,420280,Braço do Norte,2021,34294,552,268,4,1338203.483,40006.0832,1.3,16.0961,7.2464,7.8148,0-1 year,552,FL_U1_BCG,0,,485,,,87.86,0,2,satisfactory,high,satisfactory
12967,420285,Braço do Trombudo,2019,3743,44,0,0,155526.202,41551.21614,0,11.7553,0,0,0-1 year,44,FL_U1_BCG,0,,43,,,97.73,1,3,satisfactory,high,high
12968,420285,Braço do Trombudo,2020,3769,40,0,0,155526.202,41551.21614,0,10.6129,0,0,0-1 year,40,FL_U1_BCG,0,,25,,,62.5,0,2,satisfactory,high,high
12969,420285,Braço do Trombudo,2021,3794,47,0,0,155526.202,41551.21614,0,12.388,0,0,0-1 year,47,FL_U1_BCG,0,,2,,,4.26,0,1,satisfactory,high,high
12970,420287,Brunópolis,2019,2420,32,0,0,90130.082,37243.83554,0.33,13.2231,0,0,0-1 year,32,FL_U1_BCG,0,,19,,,59.38,0,2,satisfactory,high,satisfactory
12971,420287,Brunópolis,2020,2368,33,0,0,90130.082,37243.83554,0.33,13.9358,0,0,0-1 year,33,FL_U1_BCG,0,,50,,,150,1,4,satisfactory,high,satisfactory
12972,420287,Brunópolis,2021,2318,30,26,1,90130.082,37243.83554,0.33,12.9422,33.3333,11.2166,0-1 year,30,FL_U1_BCG,0,,26,,,86.67,0,2,satisfactory,high,satisfactory
12973,420290,Brusque,2019,134723,1960,684,16,6931830.262,51452.46366,0.18,14.5484,8.1633,5.0771,0-1 year,1960,FL_U1_BCG,0,,2327,,,118.72,1,3,satisfactory,high,high
12974,420290,Brusque,2020,137689,2072,748,24,6931830.262,51452.46366,0.18,15.0484,11.583,5.4325,0-1 year,2072,FL_U1_BCG,0,,1802,,,86.97,0,2,satisfactory,high,high
12975,420290,Brusque,2021,140597,2042,960,15,6931830.262,51452.46366,0.18,14.5238,7.3457,6.828,0-1 year,2042,FL_U1_BCG,0,,1406,,,68.85,0,2,satisfactory,high,high
12976,420300,Caçador,2019,78595,1161,457,9,3530192.662,44916.24991,0.57,14.7719,7.7519,5.8146,0-1 year,1161,FL_U1_BCG,0,,1118,,,96.3,1,3,satisfactory,high,satisfactory
12977,420300,Caçador,2020,79313,1093,548,9,3530192.662,44916.24991,0.57,13.7808,8.2342,6.9093,0-1 year,1093,FL_U1_BCG,0,,1028,,,94.05,1,3,satisfactory,high,satisfactory
12978,420300,Caçador,2021,80017,1073,736,14,3530192.662,44916.24991,0.57,13.4097,13.0475,9.198,0-1 year,1073,FL_U1_BCG,0,,881,,,82.11,0,2,satisfactory,high,satisfactory
12979,420310,Caibi,2019,6148,89,41,1,250713.081,40779.6163,0.36,14.4763,11.236,6.6688,0-1 year,89,FL_U1_BCG,0,,42,,,47.19,0,1,satisfactory,high,satisfactory
12980,420310,Caibi,2020,6130,71,0,0,250713.081,40779.6163,0.36,11.5824,0,0,0-1 year,71,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12981,420310,Caibi,2021,6112,63,68,1,250713.081,40779.6163,0.36,10.3076,15.873,11.1257,0-1 year,63,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
12982,420315,Calmon,2019,3346,63,0,0,78612.365,23494.43066,3.9,18.8285,0,0,0-1 year,63,FL_U1_BCG,0,,33,,,52.38,0,2,satisfactory,high,satisfactory
